Date,BAB,MKT,SMB,HML,UMD
04/12/1996,0.00,0.00,0.00,0.00,0.00
04/15/1996,0.00,0.01,0.00,0.00,0.00
04/16/1996,0.00,0.00,0.00,0.00,0.00
04/17/1996,0.00,0.00,0.00,0.00,0.00
04/18/1996,0.00,0.00,0.00,0.00,0.00
04/19/1996,0.00,0.01,0.00,0.00,0.00
04/22/1996,0.00,0.01,0.00,0.00,0.00
04/23/1996,0.00,0.00,0.00,0.00,0.00
04/24/1996,0.00,0.00,0.00,0.00,0.00
04/25/1996,0.01,0.00,0.00,0.00,0.00
04/26/1996,0.00,0.00,0.00,0.00,0.00
04/29/1996,0.00,0.00,0.00,0.00,0.00
04/30/1996,0.00,0.00,0.00,0.00,0.00
05/01/1996,0.00,0.00,0.00,0.00,0.00
05/02/1996,0.00,-0.01,0.01,0.00,0.00
05/03/1996,0.00,0.00,0.00,0.00,0.00
05/06/1996,0.00,0.00,0.00,0.00,0.00
05/07/1996,0.00,0.00,0.00,0.00,0.00
05/08/1996,0.00,0.00,0.00,0.00,0.00
05/09/1996,0.00,0.00,0.00,0.00,0.00
05/10/1996,0.00,0.00,0.00,0.00,0.00
05/13/1996,0.00,0.00,0.00,0.00,0.00
05/14/1996,0.00,0.00,0.00,0.00,0.00
05/15/1996,0.00,0.00,0.00,0.00,0.00
05/16/1996,0.00,0.00,0.00,0.00,0.00
05/17/1996,0.00,0.00,0.00,0.00,0.00
05/20/1996,0.00,0.00,0.00,0.00,0.00
05/21/1996,0.00,0.00,0.00,0.00,0.00
05/22/1996,0.00,0.00,0.00,0.00,0.00
05/23/1996,0.00,0.00,0.00,0.00,0.00
05/24/1996,0.00,0.00,0.00,0.00,0.00
05/27/1996,0.00,0.00,0.00,0.00,0.00
05/28/1996,0.00,0.00,0.00,0.00,0.00
05/29/1996,0.00,0.00,0.00,0.00,0.00
05/30/1996,0.00,0.00,0.00,0.00,0.00
05/31/1996,0.00,0.00,0.00,0.00,0.00
06/03/1996,0.00,0.00,0.00,0.00,0.00
06/04/1996,0.00,0.00,0.00,0.00,0.00
06/05/1996,0.00,0.00,0.00,0.00,0.00
06/06/1996,0.00,-0.01,0.00,0.00,0.00
06/07/1996,0.00,0.00,0.00,0.00,0.00
06/10/1996,0.00,0.00,0.00,0.00,0.00
06/11/1996,0.00,0.00,0.00,0.00,0.00
06/12/1996,0.00,0.00,0.00,0.00,0.00
06/13/1996,0.00,0.00,0.00,0.00,0.00
06/14/1996,0.00,0.00,0.00,0.00,0.00
06/17/1996,0.00,0.00,0.00,0.00,0.00
06/18/1996,0.01,0.00,0.00,0.01,0.00
06/19/1996,0.00,0.00,0.00,0.00,0.00
06/20/1996,0.00,0.00,0.00,0.00,0.00
06/21/1996,0.00,0.00,0.00,0.00,0.00
06/24/1996,0.00,0.00,0.00,0.00,0.00
06/25/1996,0.00,0.00,0.00,0.00,0.00
06/26/1996,0.00,0.00,0.00,0.00,0.00
06/27/1996,0.00,0.00,0.00,0.00,0.00
06/28/1996,0.00,0.00,0.00,0.00,0.00
07/01/1996,0.00,0.00,0.00,0.00,0.00
07/02/1996,0.00,0.00,0.00,0.00,0.00
07/03/1996,0.00,0.00,0.00,0.00,0.00
07/04/1996,0.00,0.00,0.00,0.00,0.00
07/05/1996,0.00,-0.01,0.01,0.00,0.00
07/08/1996,0.00,-0.01,0.00,0.00,0.00
07/09/1996,0.00,0.00,0.00,0.00,0.00
07/10/1996,0.00,0.00,0.00,0.00,0.00
07/11/1996,0.00,-0.01,0.00,0.01,0.00
07/12/1996,0.00,-0.01,0.00,0.00,0.00
07/15/1996,0.00,-0.01,0.00,0.01,0.00
07/16/1996,0.00,-0.01,0.00,0.00,0.00
07/17/1996,0.00,0.01,0.00,-0.01,0.00
07/18/1996,0.00,0.01,0.00,0.00,0.00
07/19/1996,0.00,0.00,0.00,0.00,0.00
07/22/1996,0.00,-0.01,0.00,0.00,0.00
07/23/1996,0.00,-0.01,0.00,0.01,0.00
07/24/1996,0.00,-0.01,0.00,0.00,0.00
07/25/1996,0.00,0.01,0.00,0.00,0.00
07/26/1996,0.00,0.00,0.00,0.00,0.00
07/29/1996,0.00,0.00,0.00,0.00,0.00
07/30/1996,0.00,0.00,-0.01,0.00,0.00
07/31/1996,0.00,0.01,0.00,0.00,0.00
08/01/1996,0.00,0.01,0.00,0.00,0.00
08/02/1996,0.00,0.01,0.00,0.00,0.00
08/05/1996,0.00,0.00,0.00,0.00,0.00
08/06/1996,0.00,0.00,0.00,0.00,0.00
08/07/1996,0.00,0.00,0.00,0.00,0.00
08/08/1996,0.00,0.00,0.00,0.00,0.00
08/09/1996,0.00,0.00,0.00,0.00,0.00
08/12/1996,0.00,0.00,0.00,0.00,0.00
08/13/1996,0.00,0.00,0.00,0.00,0.00
08/14/1996,0.00,0.00,0.00,0.00,0.00
08/15/1996,0.00,0.00,0.00,0.00,0.00
08/16/1996,0.00,0.00,0.00,0.00,0.00
08/19/1996,0.00,0.00,0.00,0.00,0.00
08/20/1996,0.00,0.00,0.00,0.00,0.00
